book_id,title,publisher,publisher_desription,n_pages,google_mean_rating,google_num_ratings,cover_thumbnail_url,preview_url
L205,"HAND, HAND, FINGERS, THUMB",Random House Books for Young Readers,"Easy-to-read rhyming text describes what can be done on a drum with hand, fingers, and thumb. On board pages.",24,4.5,29,http://books.google.com/books/content?id=haYVAQAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books?id=haYVAQAACAAJ&dq=isbn:9780679890485&hl=&cd=1&source=gbs_api
M53,HARRY THE DIRTY DOG,Harper Collins,"Harry is a white dog with black spots who loves everything . . . except baths. So one day before bath time, Harry runs away. He plays outside all day long, digging and sliding in everything from garden soil to pavement tar. By the time he returns home, Harry is so dirty he looks like a black dog with white spots. His family doesn't even recognize him!",32,4,59,http://books.google.com/books/content?id=vya5tsyYAxoC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=vya5tsyYAxoC&printsec=frontcover&dq=isbn:9780064430098&hl=&cd=1&source=gbs_api
L129,"HELLO, ROCK",Purple House Press,A young boy dreams about all the things he could do with a rock he finds in his backyard.,28,NA,NA,http://books.google.com/books/content?id=0DrRMAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books?id=0DrRMAEACAAJ&dq=isbn:9781930900646&hl=&cd=1&source=gbs_api
L120,HIPPOS GO BERSERK,NA,Larger and larger groups of hippos join a lone hippopotamus for a party. On board pages.,16,4.5,15,http://books.google.com/books/content?id=MppDnwEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books?id=MppDnwEACAAJ&dq=isbn:9780689834349&hl=&cd=1&source=gbs_api
M54,HOW DO DINOSAURS SAY GOOD NIGHT?,Scholastic Inc.,"In each playful spread of this read-aloud bedtime book, parents are ready to put their kids to bed&mdashbut these youngsters just happen to be dinosaurs!",32,4,48,http://books.google.com/books/content?id=nS3F-1HvciIC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=nS3F-1HvciIC&printsec=frontcover&dq=isbn:9780590316811&hl=&cd=1&source=gbs_api
L177,I WANT MY HAT BACK,Candlewick Press,"A bear almost gives up his search for his missing hat until he remembers something important, in a cumulative tale with a mischievous twist.",40,4,1285,http://books.google.com/books/content?id=ma-TvidryY8C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=ma-TvidryY8C&printsec=frontcover&dq=isbn:9780763655983&hl=&cd=1&source=gbs_api
L223,IN THE NIGHT KITCHEN,Harper Collins,"1971 Caldecott Honor Book Notable Children's Books of 1940--1970 (ALA) Best Books of 1970 (SLJ) Outstanding Children's Books of 1970 (NYT) Best Illustrated Children's Books of 1970 (NYT) Children's Books of 1970 (Library of Congress) Carey-Thomas Award 1971--Honor Citation Brooklyn Art Books for Children 1973, 1975",40,3.5,49,http://books.google.com/books/content?id=7GjYVXkWMVgC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=7GjYVXkWMVgC&printsec=frontcover&dq=isbn:9780064434362&hl=&cd=1&source=gbs_api
L106,JENNY AND THE CAT CLUB,New York Review of Books,"Jenny Linsky, a black cat who lives with Captain Tinker in New York City, has adventures with the neighborhood cats who belong to the Cat Club.",160,4,13,http://books.google.com/books/content?id=dWtyAwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=dWtyAwAAQBAJ&printsec=frontcover&dq=isbn:9781590170472&hl=&cd=1&source=gbs_api
L192,JUST ME AND MY DAD,Random House Books for Young Readers,"Father and son go camping, but who is really taking care of whom?",24,4,23,http://books.google.com/books/content?id=zrjRtjHwWXgC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=zrjRtjHwWXgC&printsec=frontcover&dq=isbn:9780307118394&hl=&cd=1&source=gbs_api
L237,LITTLE OWL'S NIGHT,Viking,"Little Owl enjoys a lovely night in the forest visiting his friend the raccoon, listening to the frogs croak and the crickets chirp, and watching the fog that hovers overhead.",34,4,16,http://books.google.com/books/content?id=GfFvDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=GfFvDwAAQBAJ&printsec=frontcover&dq=isbn:9780670015795&hl=&cd=1&source=gbs_api
M70,LLAMA LLAMA HOME WITH MAMA,Viking Juvenile,"Llama Llama's mother takes good care of him when he has to stay home from school because he is sick, but when Mama Llama begins to feel sick, too, Llama Llama knows how to take care of her. Full color.",40,4.5,12,http://books.google.com/books/content?id=kVTRngEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books?id=kVTRngEACAAJ&dq=isbn:9780670012329&hl=&cd=1&source=gbs_api
L147,LLAMA LLAMA NIGHTY-NIGHT,Penguin,A young llama follows the same bedtime routine every night.,14,4.5,2,http://books.google.com/books/content?id=yXwODAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=yXwODAAAQBAJ&printsec=frontcover&dq=isbn:9780670013272&hl=&cd=1&source=gbs_api
M8,LOVE YOU FOREVER,Firefly Books,"As her son grows up from little boy to adult man, a mother secretly rocks him each night as he sleeps.",32,4.5,342,http://books.google.com/books/content?id=7ep09WAFbDwC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=7ep09WAFbDwC&printsec=frontcover&dq=isbn:9780920668375&hl=&cd=1&source=gbs_api
M17,MADELINE,Viking Juvenile,"Madeline, smallest and naughtiest of the twelve little charges of Miss Clavel, wakes up one night with an attack of appendicitis.",48,4,75,http://books.google.com/books/content?id=uH1FnwEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books?id=uH1FnwEACAAJ&dq=isbn:9780670445806&hl=&cd=1&source=gbs_api
M68,MAISY GOES CAMPING,Candlewick Press (MA),Maisy the mouse and her friends spend a night camping under the stars.,32,4,4,http://books.google.com/books/content?id=dX-pOwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books?id=dX-pOwAACAAJ&dq=isbn:9780763643683&hl=&cd=1&source=gbs_api
M57,MAISY GOES TO THE LIBRARY,Candlewick Press,Maisy goes to the library in search of a book about fish and a quiet place in which to read it.,32,4,6,http://books.google.com/books/content?id=q_mNYe-kM3EC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=q_mNYe-kM3EC&printsec=frontcover&dq=isbn:9780763643713&hl=&cd=1&source=gbs_api
L200,MIGHTY MONSTER MACHINES (BLAZE AND THE MONSTER MACHINES),Golden Books,"""Based on the teleplay ""Blaze of glory"" by Clark Stubbs.""",24,NA,NA,http://books.google.com/books/content?id=HrPZCwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=HrPZCwAAQBAJ&printsec=frontcover&dq=isbn:9780553524567&hl=&cd=1&source=gbs_api
M33,MIKE MULLIGAN AND HIS STEAM SHOVEL,Houghton Mifflin Harcourt,"Threatened by competition from modern shovels, Mike proves the worth of his trusty old steam shovel, Mary Anne.",48,4,30,http://books.google.com/books/content?id=yWnDLd9YDEQC&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books?id=yWnDLd9YDEQC&pg=PP1&dq=isbn:9780395259399&hl=&cd=1&source=gbs_api
L157,MILLIONS OF CATS,Penguin,How can an old man and his wife select one cat from a choice of millions and trillions?,32,4,40,http://books.google.com/books/content?id=ml8lDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=ml8lDwAAQBAJ&printsec=frontcover&dq=isbn:9780142407080&hl=&cd=1&source=gbs_api
M95,MISS RUMPHIUS,Penguin,"Seeking adventure in faraway places, Miss Rumphius fulfills her dream and then sets out to make the world more beautiful.",32,4,62,http://books.google.com/books/content?id=NKmLDQAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=NKmLDQAAQBAJ&printsec=frontcover&dq=isbn:9780140505399&hl=&cd=1&source=gbs_api
L198,MORTIMER,NA,"After attempts by his mother, his father, his brothers and sisters, and even two policemen, Mortimer finally goes to sleep.",24,4,9,http://books.google.com/books/content?id=6aZlRbyDGYsC&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books?id=6aZlRbyDGYsC&dq=isbn:9780920303115&hl=&cd=1&source=gbs_api
L229,MR. BROWN CAN MOO! CAN YOU?,Random House Books for Young Readers,Mr. Brown is an expert at imitating all sorts of noises.,24,4,61,http://books.google.com/books/content?id=VsA3fMzENEIC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=VsA3fMzENEIC&printsec=frontcover&dq=isbn:9780679882824&hl=&cd=1&source=gbs_api
L123,"NIGHT-NIGHT, LITTLE POOKIE",Little Simon,"Get ready for bed with a little Pookie flair in this slumber time board book from the beloved and bestselling Sandra Boynton. Oh, Pooooooo-kie! It_Ê_s time for bed, now. Come out, Little Pookie. Oh, where can you be? It may be bedtime, but Pookie still has a whole night-night routine to finish: picking out pajamas, brushing teeth, washing up, and a little hide-and-seek. With Sandra Boynton_Ê_s signature charm and piggy pizzazz, this not-quite-ready-for-bed story proves that every Little Pookie loves a good night_Ê_s sleep.",18,NA,NA,http://books.google.com/books/content?id=cCg4MQAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books?id=cCg4MQAACAAJ&dq=isbn:9781481497718&hl=&cd=1&source=gbs_api
M58,OLIVIA,Atheneum Books for Young Readers,It's everyone's favorite pig...it's OLIVIA! The Caldecott Honor Book and New York Times #1 bestseller is now available in a sturdy format perfect for pig-loving toddlers everywhere!,34,4,107,http://books.google.com/books/content?id=_zTvOgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books?id=_zTvOgAACAAJ&dq=isbn:9780689874727&hl=&cd=1&source=gbs_api
L244,ON THE NIGHT YOU WERE BORN,Feiwel & Friends,"On the night you were born, you brought wonder and magic to the world. The moon stayed up till morning. Polar bears danced. Here is a book that celebrates the one and only ever you! Now available in its entirety in board book format, Nancy Tillman_Ê_s masterpiece is perfect for acknowledging the special people in our lives that they are loved.",32,4.5,197,http://books.google.com/books/content?id=LwDDQQAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books?id=LwDDQQAACAAJ&dq=isbn:9780312601553&hl=&cd=1&source=gbs_api
M20,OWL MOON,Penguin,"On a winter's night under a full moon, a father and daughter trek into the woods to see the Great Horned Owl.",32,4,97,http://books.google.com/books/content?id=TBUxDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=TBUxDwAAQBAJ&printsec=frontcover&dq=isbn:9780399214578&hl=&cd=1&source=gbs_api
L178,P IS FOR POTTY!,Random House Books for Young Readers,"In this interactive book with lift flaps, Elmo helps his little cousin Albie learn to use the potty.",12,4,1,http://books.google.com/books/content?id=zvcBDAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=zvcBDAAAQBAJ&printsec=frontcover&dq=isbn:9780385383691&hl=&cd=1&source=gbs_api
L125,PAJAMA TIME!,Workman Publishing,"Pajama Time! is a good-night book with the irrepressible language, the inimitable illustrations, the irresistible cast of characters only Sandra Boynton could create. A jump-roping chicken and a pig on a swing. A Scottie in plaid pajamas and an elephant in a fuzzy one-piece with feet. And in sing-along nuttiness reminiscent of Barnyard Dance!, it's time to head to bed-to the beat: Pajammy to the left. Pajammy to the right. Jamma jamma jamma jamma P!J! Everybody's wearing them for dancing tonight. Jamma jamma jamma jamma P!J! Oversized lap edition also available_Êîperfect for reading aloud!",24,3.5,14,http://books.google.com/books/content?id=nrhRCwAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books?id=nrhRCwAAQBAJ&dq=isbn:9780761119753&hl=&cd=1&source=gbs_api
L180,PAT THE BUNNY,Golden Books,"Gives children opportunities to touch a rabbit, smell flowers, look in a mirror, and participate in other activities enjoyed by Paul and Judy.",20,3.5,10,http://books.google.com/books/content?id=zlyHHvgCZpAC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=zlyHHvgCZpAC&printsec=frontcover&dq=isbn:9780307120007&hl=&cd=1&source=gbs_api
L145,PETE THE CAT: ROCKING IN MY SCHOOL SHOES,Harper Collins,"Pete the Cat is back_Êîand this time he_Ê_s rocking in his school shoes. Pete discovers the library, the lunchroom, the playground, and lots of other cool places at school. And no matter where he goes, Pete never stops moving and grooving and singing his song . . . because it_Ê_s all good.",40,4,25,http://books.google.com/books/content?id=t2KlwOaE6t0C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=t2KlwOaE6t0C&printsec=frontcover&dq=isbn:9780061910241&hl=&cd=1&source=gbs_api
L190,"POLAR BEAR, POLAR BEAR, WHAT DO YOU HEAR?",Macmillan,"Zoo animals from polar bear to walrus make their distinctive sounds for each other, while children imitate the sounds for the zookeeper. On board pages.",28,4,49,http://books.google.com/books/content?id=FNnMSZ6N7pAC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=FNnMSZ6N7pAC&printsec=frontcover&dq=isbn:9780805053883&hl=&cd=1&source=gbs_api
L203,POTTY,Candlewick Press,"Baby, a toddler, decides to use the potty for the first time.",28,3.5,5,http://books.google.com/books/content?id=qRrbd_lxKp8C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=qRrbd_lxKp8C&printsec=frontcover&dq=isbn:9780763644765&hl=&cd=1&source=gbs_api
L246,PRESS HERE,Chronicle Books Llc,"Using no special effects other than the reader's imagination, a series of dots multiplies, grows, or changes color by pressing, tilting, or blowing on the previous page.",56,4.5,700,http://books.google.com/books/content?id=8nS1ngEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books?id=8nS1ngEACAAJ&dq=isbn:9780811879545&hl=&cd=1&source=gbs_api
L220,RAIN MAKES APPLESAUCE,NA,Delightful and imaginative nonsense talk is enhanced by equally nonsensical drawings,32,4.5,7,http://books.google.com/books/content?id=zXCqWYD3Rd0C&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books?id=zXCqWYD3Rd0C&dq=isbn:9780823400911&hl=&cd=1&source=gbs_api
L173,"SAYONARA, MRS. KACKLEMAN",Viking Books for Young Readers,"Alexander and his older sister Lulu visit Japan and discover many fascinating things including fish markets, outdoor baths, futons, and a frog who writes haiku.",34,NA,NA,http://books.google.com/books/content?id=R5tmQgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books?id=R5tmQgAACAAJ&dq=isbn:9780670829453&hl=&cd=1&source=gbs_api
L144,SLOW LORIS,Random House,"""Slow Loris was a slow loris and he was very slow. He lived in a zoo. The visitors thought him boring. The other animals did too. 'It took Loris ten minutes to eat a satsuma . . . wenty minutes to get from one end of his branch to the other . . . nd an hour to scratch his bottom. But Slow Loris didn't care. He had a secret . . .",32,5,1,http://books.google.com/books/content?id=0raj3ARNhWAC&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books?id=0raj3ARNhWAC&dq=isbn:9780099414261&hl=&cd=1&source=gbs_api
L110,SQUARE,Candlewick Press,"When his friend Circle asks him to do her portrait after praising him as a sculptor and genius, Square struggles to carve her likeness from a stone block.",48,4,2,http://books.google.com/books/content?id=DbNDDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=DbNDDwAAQBAJ&printsec=frontcover&dq=isbn:9780763696078&hl=&cd=1&source=gbs_api
M21,STELLALUNA,Houghton Mifflin Harcourt,"After she falls headfirst into a bird's nest, a baby bat is raised like a bird until she is reunited with her mother.",48,4,72,http://books.google.com/books/content?id=hjiQoetvrAUC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=hjiQoetvrAUC&printsec=frontcover&dq=isbn:9780152802172&hl=&cd=1&source=gbs_api
M22,SYLVESTER AND THE MAGIC PEBBLE,Little Simon,"A cherished classic is brought to life with the audio stylings of renowned actor James Earl Jones. Sylvester can_Ê_t believe his luck when he finds a magic pebble that can make wishes come true. But when a lion jumps out at him on his way home, Sylvester is shocked into making a wish that has unexpected consequences. After overcoming a series of obstacles, Sylvester is eventually reunited with his loving family. Illustrated with William Steig_Ê_s glowing pictures, this winner of the Caldecott Medal is beloved by children everywhere. This package includes a paperback book along with a CD of this modern classic read by legendary actor James Earl Jones.",32,4,61,http://books.google.com/books/content?id=YCMxkgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books?id=YCMxkgEACAAJ&dq=isbn:9781442435605&hl=&cd=1&source=gbs_api
L155,TEN LITTLE FINGERS AND TEN LITTLE TOES,Houghton Mifflin Harcourt,"Rhyming text compares babies born in different places and in different circumstances, but they all share the commonality of ten little fingers and ten little toes. On board pages.",38,4,27,http://books.google.com/books/content?id=ANslQwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books?id=ANslQwAACAAJ&dq=isbn:9780547366203&hl=&cd=1&source=gbs_api
M86,THAT IS NOT A GOOD IDEA!,Balzer + Bray,"That Is Not a Good Idea! is a hilarious, interactive picture book from bestselling author and illustrator Mo Willems, the creator of books like Don_Ê_t Let the Pigeon Drive the Bus, the Knuffle Bunny series, the Elephant and Piggie series, Goldilocks and the Three Dinosaurs, and many other new classics. Inspired by the evil villains and innocent damsels of silent movies, Willems tells the tale of a hungry fox who invites a plump goose to dinner. As with the beloved Pigeon books, kids will be calling out the signature refrain and begging for repeated readings. The funny details in the full-color illustrations by three-time Caldecott Honoree Mo Willems will bring nonstop laughter to story time.",48,NA,NA,http://books.google.com/books/content?id=VfJVuwEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books?id=VfJVuwEACAAJ&dq=isbn:9780062203090&hl=&cd=1&source=gbs_api
M87,THE BERENSTAIN BEARS AND THE GREEN-EYED MONSTER,Random House Books for Young Readers,Sister is overcome with jealousy when Brother gets a shiny new ten-speed bike for his birthday.,32,4.5,2,http://books.google.com/books/content?id=6MN2DyzKdPEC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=6MN2DyzKdPEC&printsec=frontcover&dq=isbn:9780679864349&hl=&cd=1&source=gbs_api
L113,THE BIG HONEY HUNT,Random House Books for Young Readers,Papa Bear tries to teach Small Bear how to find honey in a honey tree.,63,4,6,http://books.google.com/books/content?id=V3eLDQAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=V3eLDQAAQBAJ&printsec=frontcover&dq=isbn:9780394800288&hl=&cd=1&source=gbs_api
M77,THE CAT IN THE HAT,Random House Childrens Books,Two children sitting at home on a rainy day are visited by the Cat in the Hat who shows them some tricks and games.,61,4,3729,http://books.google.com/books/content?id=XPpZAAAAYAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books?id=XPpZAAAAYAAJ&dq=isbn:9780394800011&hl=&cd=1&source=gbs_api
M82,THE DAY THE CRAYONS QUIT,Penguin,"When Duncan arrives at school one morning, he finds a stack of letters, one from each of his crayons, complaining about how he uses them. 75,000 first printing.",30,4.5,106,http://books.google.com/books/content?id=EC3eDAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=EC3eDAAAQBAJ&printsec=frontcover&dq=isbn:9780399255373&hl=&cd=1&source=gbs_api
M78,THE DUCKLING GETS A COOKIE!?,Hyperion,Pigeon is very angry when the duckling gets a cookie just by asking politely.,40,4,258,http://books.google.com/books/content?id=Pbc5nwEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books?id=Pbc5nwEACAAJ&dq=isbn:9781423151289&hl=&cd=1&source=gbs_api
L172,THE FANTASTIC FLYING BOOKS OF MR. MORRIS LESSMORE,Simon and Schuster,"Morris Lessmore loves words, stories and books, and after a tornado carries him to another land, dreary and colorless, he finds a single book in color that leads him to an amazing library where, he learns, the books need him as much as he needs them.",56,4.5,71,http://books.google.com/books/content?id=pa4LUt0FCB0C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=pa4LUt0FCB0C&printsec=frontcover&dq=isbn:9781442457027&hl=&cd=1&source=gbs_api
L232,THE FOOT BOOK,NA,Beginner's text describes all sorts of feet doing all sorts of things.,27,4.5,36,http://books.google.com/books/content?id=OdJSSQAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books?id=OdJSSQAACAAJ&dq=isbn:9780375861352&hl=&cd=1&source=gbs_api
L247,THE GARDEN OF ABDUL GASAZI,Houghton Mifflin Harcourt,"When the dog he is caring for runs away from Alan into the forbidden garden of a retired dog-hating magician, a spell seems to be cast over the contrary dog.",33,4,29,http://books.google.com/books/content?id=Jxo26aqVMHoC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=Jxo26aqVMHoC&printsec=frontcover&dq=isbn:9780395278048&hl=&cd=1&source=gbs_api
M96,THE GARDENER,Square Fish,"By the author-and-illustrator team of the bestselling The Library Lydia Grace Finch brings a suitcase full of seeds to the big gray city, where she goes to stay with her Uncle Jim, a cantankerous baker. There she initiates a gradual transformation, bit by bit brightening the shop and bringing smiles to customers' faces with the flowers she grows. But it is in a secret place that Lydia Grace works on her masterpiece -- an ambitious rooftop garden -- which she hopes will make even Uncle Jim smile. Sarah Stewart introduces readers to an engaging and determined young heroine, whose story is told through letters written home, while David Small's illustrations beautifully evoke the Depression-era setting. The Gardener is a 1997 New York Times Book Review Notable Children's Book of the Year and a 1998 Caldecott Honor Book.",40,4,32,http://books.google.com/books/content?id=RNxtHQAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books?id=RNxtHQAACAAJ&dq=isbn:9780312367497&hl=&cd=1&source=gbs_api
M23,THE GIVING TREE,HarperCollins,"'Once there was a tree...and she loved a little boy.' So begins a story of unforgettable perception, beautifully written and illustrated by the gifted and versatile Shel Silverstein. Every day the boy would come to the tree to eat her apples, swing from her branches, or slide down her trunk...and the tree was happy. But as the boy grew older he began to want more from the tree, and the tree gave and gave and gave. This is a tender story, touched with sadness, aglow with consolation. Shel Silverstein has created a moving parable for readers of all ages that offers an affecting interpretation of the gift of giving and a serene acceptance of another's capacity to love in return. Ages 10+",64,4,4795,http://books.google.com/books/content?id=dXLWAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books?id=dXLWAAAAMAAJ&pg=PP1&dq=isbn:9780060256654&hl=&cd=1&source=gbs_api
L150,THE GRUFFALO,Penguin USA,"A clever mouse uses the threat of a terrifying creature to keep from being eaten by a fox, an owl, and a snake--only to have to outwit that creature as well.",26,4.5,25,http://books.google.com/books/content?id=ZvijPwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books?id=ZvijPwAACAAJ&dq=isbn:9780142403877&hl=&cd=1&source=gbs_api
L134,THE IMPORTANT BOOK,Harper Collins,"The important thing about The Important Book -- is that you let your child tell you what is important about the sun and the moon and the wind and the rain and a bug and a bee and a chair and a table and a pencil and a bear and a rainbow and a cat (if he wants to). For the important thing about The Important Book is that the book goes on long after it is closed.What is most important about many familiar things -- like rain and wind, apples and daisies -- is suggested in rhythmic words and vivid pictures. 'A perfect book . . . the text establishes a word game which tiny children will accept with glee.' -- K.",24,4,28,http://books.google.com/books/content?id=u-ZdUESVkp0C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=u-ZdUESVkp0C&printsec=frontcover&dq=isbn:9780064432276&hl=&cd=1&source=gbs_api
M27,THE LORAX,Random House Books for Young Readers,The Once-ler describes the results of the local pollution problem.,70,4,36,http://books.google.com/books/content?id=cJnXmrk7BxAC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=cJnXmrk7BxAC&printsec=frontcover&dq=isbn:9780394823379&hl=&cd=1&source=gbs_api
L253,THE NIGHT BEFORE MOTHER'S DAY,NA,"Hoping to shower their mother with love on Mother's Day, a family of children enlists the help of their father to bake a cake from scratch and create a luxury spa in their kitchen. Original.",32,NA,NA,http://books.google.com/books/content?id=6e1vDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=6e1vDwAAQBAJ&printsec=frontcover&dq=isbn:9780448452135&hl=&cd=1&source=gbs_api
M15,THE OTHER SIDE,Penguin,"Two girls, one white and one black, gradually get to know each other as they sit on the fence that divides their town.",32,4.5,122,http://books.google.com/books/content?id=jq_yDQAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=jq_yDQAAQBAJ&printsec=frontcover&dq=isbn:9780399231162&hl=&cd=1&source=gbs_api
M88,THE PAPER BAG PRINCESS,NA,"After her castle and clothes are destroyed by the dragon, Princess Elizabeth, dressed only in a paper bag, sets out to rescue Prince Ronald, who was taken captive.",27,4.5,20,http://books.google.com/books/content?id=SNWAdVofJVYC&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books?id=SNWAdVofJVYC&dq=isbn:9780920236161&hl=&cd=1&source=gbs_api
M50,THE PIGEON FINDS A HOT DOG!,Hyperion,Pigeon learns about sharing when a curious duckling keeps asking questions about the hot dog Pigeon has found.,40,4.5,49,http://books.google.com/books/content?id=pp6XQgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books?id=pp6XQgAACAAJ&dq=isbn:9780786818693&hl=&cd=1&source=gbs_api
L186,THE POKY LITTLE PUPPY,Golden Books,One night a puppy who is always late coming home finds that there is no dessert for him.,24,NA,NA,http://books.google.com/books/content?id=U3xCDgAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=U3xCDgAAQBAJ&printsec=frontcover&dq=isbn:9780307021342&hl=&cd=1&source=gbs_api
L254,THE REAL MOTHER GOOSE,Scholastic Inc.,"Presents traditional nursery rhymes, including ""Little Jack Horner,"" ""Hot Cross Buns,"" ""The Queen of Hearts,"" and ""The Cat and the Fiddle.""",128,4.5,31,http://books.google.com/books/content?id=wLdTxADbn-UC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=wLdTxADbn-UC&printsec=frontcover&dq=isbn:9780590225175&hl=&cd=1&source=gbs_api
L222,THE STINKY CHEESE MAN AND OTHER FAIRLY STUPID TALES,Viking Books,Madcap revisions of familiar fairy tales.,50,4,99,http://books.google.com/books/content?id=ytAWAQAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books?id=ytAWAQAAMAAJ&dq=isbn:9780670844876&hl=&cd=1&source=gbs_api
M34,THE STORY OF BABAR,Random House Books for Young Readers,"An orphaned baby elephant goes to live in the city with a kindly old lady who gives him everything he wants, but eventually he returns to the forest where he is crowned king of the elephants.",48,3,12,http://books.google.com/books/content?id=kdDfK4Xl1YAC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=kdDfK4Xl1YAC&printsec=frontcover&dq=isbn:9780394805757&hl=&cd=1&source=gbs_api
